01.wav;0;3.066190158;0.486640569;4.537990199;2.771350272;7.363481319;2.934865095;2.754766487;5.831805377;6.138305912;3.054642309
01.wav;0.02;2.786364347;0.884123517;4.425026005;2.133364658;3.547649749;5.293630516;3.005988509;5.97547947;4.18668572;2.268172855
01.wav;0.04;5.366629072;3.369900853;1.594754513;1.261403143;5.950908959;6.345349775;2.579458551;5.964725291;3.507685731;3.580942609
01.wav;0.06;5.295449571;1.768592746;2.232879006;3.850699777;5.938219637;5.016900868;2.690932985;2.831948739;5.725839319;2.678926251
01.wav;0.08;1.410608096;0.466742429;4.632193362;4.159086731;4.07529692;5.364691869;2.479175334;2.424831817;2.603700396;4.236367694
01.wav;0.1;0.982571212;4.81120717;3.010845126;1.600358788;6.619515726;5.176743116;4.673149566;2.877801267;6.946549627;3.433423058
01.wav;0.12;4.191409062;1.671845682;1.556052881;3.874471536;2.424783514;4.251120442;5.527689421;5.333684834;5.341198715;3.85315099
01.wav;0.14;1.497812748;4.514877813;4.748670064;2.859083993;5.144782215;3.56981056;5.061848762;5.15071225;4.022769747;2.587303478
01.wav;0.16;2.863597689;1.705054504;4.581632307;1.185204521;2.809780577;5.873459725;6.244199197;5.674335577;3.024317553;4.489514617
01.wav;0.18;4.258684349;4.04984472;2.781257621;4.316683989;3.473567726;7.172948368;3.828511563;5.568552579;3.089398092;5.270900178
01.wav;0.2;3.419293702;0.45120056;2.305632855;1.510448183;6.942352877;5.998293775;6.354310979;2.362345717;5.509467498;5.206949377
01.wav;0.22;3.543289784;2.091621704;4.793687172;1.654773229;6.950185131;3.399550774;3.546384496;3.678904945;4.839325857;4.971351081
01.wav;0.24;4.642444621;3.915858153;0.682821879;4.343175257;2.661742442;6.224061921;2.029173305;1.611462085;3.813262661;3.791251992
01.wav;0.26;5.086161466;1.98750661;2.876110201;4.232278997;3.831455528;6.297208976;1.96937599;5.886026095;6.799243911;5.948055475
01.wav;0.28;5.400964803;2.283563551;0.949246439;1.519561456;4.203690572;7.336626061;3.618435055;2.83905839;5.756597343;5.318143287
01.wav;0.3;3.309619883;0.925788574;0.519978743;1.635286709;7.327597294;5.383915804;2.664407551;4.273064298;4.150924588;2.131156873
01.wav;0.32;5.189726375;4.982617497;0.614905393;4.890818903;6.280166282;4.115179415;2.676548407;5.330790975;2.543128021;2.138485382
01.wav;0.34;1.554645789;2.122847442;4.674350323;5.099503143;4.442326326;3.50211464;2.008615125;2.89209936;6.244059654;2.261918279
01.wav;0.36;2.151721377;1.394292543;0.482645477;1.931975824;4.201705129;6.693078483;4.970767673;3.213426708;6.004072823;3.814540312
01.wav;0.38;4.31950115;4.324399681;3.189585609;5.078656161;3.050202437;7.023817565;2.61678137;3.735964382;3.855908578;5.650975675
01.wav;0.4;5.808296715;5.085393094;2.231009225;1.942981346;5.789984134;2.770809101;5.389207356;4.005142817;2.829339367;3.071963743
01.wav;0.42;1.033665615;2.210164907;0.272352448;2.841718809;5.582135377;4.68100865;2.939643585;3.617183425;2.336725531;2.925838091
01.wav;0.44;1.302443329;2.475408064;4.912102285;5.15992612;6.756601805;5.148118202;4.953200505;3.972005814;2.299090757;4.758719415
01.wav;0.46;0.982341051;4.571053807;3.282244614;3.32050543;3.629011801;3.103022146;4.358131997;3.46388155;4.245404093;5.041578148
01.wav;0.48;4.294598354;4.262889657;3.063168589;4.47056741;3.898847373;3.745274938;1.746902781;6.192105021;2.157682835;4.961608557
01.wav;0.5;3.86562478;2.887915929;3.635982972;1.31095553;4.817992675;3.096130038;4.586066763;5.702139766;6.121429381;1.391679729
01.wav;0.52;0.888920324;3.791523408;4.84838478;5.327542236;2.643956083;2.825954307;2.444005889;3.841511723;2.4725413;5.257688035
01.wav;0.54;1.381363759;4.125932297;4.37144152;3.168063039;6.672005213;6.256688089;1.732003919;5.102167337;5.005008826;4.403622643
01.wav;0.56;5.305890331;1.742786721;1.836628202;4.386712617;4.639406173;6.647430399;5.311813744;3.406383377;6.742286881;2.853450043
01.wav;0.58;2.259076553;4.571209551;1.80878118;1.73206529;2.542693857;5.073569153;4.867347365;1.423398167;5.66961283;5.986871903
01.wav;0.6;5.671265419;4.534790509;2.89031377;1.531404718;2.967038716;4.313290022;3.359320408;3.951485268;1.985550467;1.904147314
01.wav;0.62;4.418930156;2.65062966;4.305302142;4.204167509;6.782269916;2.631930644;5.941844296;3.844976389;2.064085714;4.408869005
01.wav;0.64;4.708296139;1.111992298;0.897003986;5.251202219;7.086720191;6.452772734;3.684263898;2.098810221;6.90289974;3.671638242
01.wav;0.66;3.295754944;3.16121838;3.228501217;0.908020639;3.026516144;4.372694177;2.916727931;2.651661763;4.42722632;4.341630627
01.wav;0.68;5.73976752;2.079071094;2.024515359;4.361038924;5.279147307;2.703933782;6.476289685;4.872126357;5.863079738;1.860542295
01.wav;0.7;1.912967247;4.062612447;2.163771907;4.715766571;3.850461161;2.846992974;4.73736378;2.034690291;5.4138616;4.348132367
01.wav;0.72;5.817052861;2.486435421;4.186297016;1.768375506;2.829193483;2.788991879;5.323442562;3.369733347;1.965372057;3.463589833
01.wav;0.74;4.654615936;2.395512139;4.676129187;4.065065298;7.232541027;2.661580848;4.252192074;2.906610587;3.711863381;4.393143136
01.wav;0.76;3.260094451;0.444709544;3.617918607;1.340920543;6.130514676;6.572091849;2.5035294;1.76757674;4.671704841;4.481416801
01.wav;0.78;4.013946139;1.679080244;3.165430689;1.699252486;3.063185973;5.855919259;3.03801972;1.611495495;2.182129546;4.438224517
01.wav;0.8;4.815985791;0.21185159;3.021052382;1.335465618;3.843180279;7.051280567;5.502550968;3.597971329;2.533138984;3.782556572
01.wav;0.82;4.101517996;2.210551312;3.238915878;4.381461478;5.612808211;4.307859039;2.523150405;3.3919987;5.172499829;2.354321603
01.wav;0.84;1.820941663;3.390366762;0.978796929;0.779814603;5.384867313;5.36839785;2.126942792;2.479475079;6.383881214;5.459402599
01.wav;0.86;3.126154203;1.146598981;4.943843398;4.017779662;5.782650828;4.703260736;1.643243133;5.11981655;4.404909036;4.762151318
01.wav;0.88;2.372862994;0.931616549;2.325429469;2.647972708;6.471381485;5.036893668;5.597420563;6.076180764;5.884836644;5.250003498
01.wav;0.9;1.001359313;3.59509992;2.201812139;2.806600783;6.678406736;2.566113891;3.016752445;5.061493895;5.038836236;2.832763411
01.wav;0.92;2.433188133;5.027099498;3.549576176;4.587881519;3.211351827;4.23712997;2.446095837;5.796556981;4.544596258;5.784692531
01.wav;0.94;5.56899387;3.357885509;0.207597022;5.214185873;6.022172357;6.912509438;2.181746487;4.558484415;3.696121564;1.391744245
01.wav;0.96;2.054987527;3.31607568;1.795897679;5.515152923;6.257760276;5.208704354;3.768209019;2.328621723;3.391715808;5.364328709
01.wav;0.98;3.719173592;4.316491413;1.561816236;3.368653829;6.81412625;7.223890405;4.391681825;3.217408899;2.223512769;3.672585733
01.wav;1;5.421659563;3.897554716;1.120878165;5.285735057;6.776734448;2.835958322;3.915205366;2.091971599;4.732804063;1.500269006
01.wav;1.02;1.878376789;1.794357823;4.650975619;2.668095982;7.184374046;4.48629709;4.211505514;3.95813751;6.743191252;1.562790959
01.wav;1.04;1.552841797;4.072005855;2.741945625;1.328717315;3.548098276;4.59210222;4.527951615;2.071928813;4.113314591;3.306712806
01.wav;1.06;4.298362554;2.078448991;4.498223607;0.82727678;6.170561396;4.591038704;4.194508122;4.321782536;3.444757327;1.936662066
01.wav;1.08;0.95048329;4.73779211;0.937029622;2.238612635;6.440124079;5.511569626;5.899966777;3.858570568;2.077624992;5.874209987
01.wav;1.1;4.297800856;4.37035512;2.08464118;3.042292651;4.634914045;4.792455791;2.946069843;5.534102144;2.954475463;5.210230351
01.wav;1.12;5.26190136;2.127917755;3.948031016;1.986848599;5.35378447;3.726781422;1.806455163;5.188396345;6.761765707;1.887534074
01.wav;1.14;1.755383662;2.150010468;0.282364694;3.371168565;4.666693275;4.726378765;2.524051167;3.333557397;4.33700395;2.66676498
01.wav;1.16;1.693043498;0.846614273;4.927593026;2.915314224;5.890581719;3.99246877;4.038938774;2.050871176;4.532242129;2.117442776
01.wav;1.18;4.382680995;0.384903184;4.570263005;4.633963034;6.20422377;5.258366231;4.955535788;1.34827662;3.13433294;5.390281571
01.wav;1.2;3.072378931;2.746384211;3.258174673;4.229926415;6.264922572;6.517344465;5.735998278;4.767274423;5.812622085;2.445898198
01.wav;1.22;5.830521163;0.557100877;2.949749255;1.63314614;2.900632562;6.975510105;2.180780961;5.592857664;2.711585712;3.500401742
01.wav;1.24;2.821217045;4.297541218;3.888095105;4.140186171;5.841427432;5.675603253;2.502723474;3.679717167;6.702968198;2.184166229
01.wav;1.26;5.063534233;0.878660429;0.84476194;1.479565513;6.26592585;7.163175974;4.296962369;2.533762419;5.44265852;3.514045739
01.wav;1.28;3.081917533;1.927598096;1.407265226;5.652478535;5.34733057;3.188660493;1.966772484;2.153441803;4.988403092;1.916467396
01.wav;1.3;1.053792477;1.470365538;0.385473102;2.205772014;4.506146436;5.080583899;2.940332384;1.714424962;5.009139517;2.370496871
01.wav;1.32;2.272791553;1.743351718;0.476614932;3.002117813;7.308956619;3.34937976;2.112146574;5.671756056;4.253359266;4.285930859
01.wav;1.34;3.197409088;3.078817541;3.762736585;2.807393465;6.088278462;2.990662654;3.942873323;3.485376128;4.939376397;2.626322273
01.wav;1.36;2.950783218;1.811681826;0.607309862;2.321493095;2.497131797;2.541010744;2.124741842;3.098291736;3.894991408;3.377019809
01.wav;1.38;1.880307571;1.119147993;2.6166176;2.061549312;3.667047825;6.007864301;3.896224754;5.557155692;3.743721237;4.620581396
01.wav;1.4;4.999778656;2.610418527;1.100052146;3.842578799;4.303835872;6.092795143;5.772384362;6.030328403;6.484611439;5.501123652
01.wav;1.42;4.930080534;1.789941795;1.780100776;3.076533028;5.286620046;3.252563944;6.420438718;4.679398093;6.363739415;1.656889879
01.wav;1.44;2.868755765;4.417322648;1.69924941;2.886468675;3.619757695;5.269585883;2.085473973;1.37608902;5.555329933;4.35308974
01.wav;1.46;1.896154003;3.210382297;0.85556427;1.856641299;6.818530002;6.569610434;4.483084605;5.089672627;4.222458841;1.549524927
01.wav;1.48;1.456055421;4.983482595;1.031756572;2.482606443;5.670401789;6.580468228;5.3214648;6.006624476;2.886936982;3.368569369
01.wav;1.5;3.139586218;1.992984927;1.931332475;1.474876267;6.437423385;4.124452297;4.806438204;4.053403569;2.556618158;4.313715661
01.wav;1.52;5.620840352;4.195007647;0.541358412;5.429147398;4.177544857;7.275048194;3.164540608;4.045755762;6.499606433;3.93621212
01.wav;1.54;4.617448857;0.776277308;2.98852121;4.68578261;3.392830971;6.924168414;4.498123855;1.716936284;3.645560494;2.589679791
01.wav;1.56;5.80280956;0.892263241;1.070998676;2.938820065;4.490446754;3.11187539;4.013249476;3.63327459;2.08158003;2.092552268
01.wav;1.58;0.923332986;3.906431464;4.735155761;1.399298982;5.785076836;3.334295675;6.273783898;5.00842969;4.977256398;2.827826672
01.wav;1.6;3.495422884;3.188490288;4.281508443;2.26529325;3.159965802;3.415057393;2.93164776;3.707686764;5.975992697;1.706913536
01.wav;1.62;3.226971219;4.057393564;0.931323198;1.581571104;5.626351329;4.525987977;4.712746005;3.991997557;5.754401634;2.497618904
01.wav;1.64;5.603743825;4.157838682;3.399298348;2.870642951;5.026141515;5.584917848;3.388051874;5.73822271;3.71209756;2.381614817
01.wav;1.66;4.037591505;1.032706887;4.786521626;3.19230099;5.898657462;6.800370307;4.594828709;2.793376036;6.225777522;5.618074098
01.wav;1.68;5.397647588;0.967989694;0.468102309;1.855511864;6.522746445;3.672840026;3.059198532;2.286656038;6.932650517;3.287177415
01.wav;1.7;2.671145067;1.33104893;2.977332105;4.473659737;5.293577735;3.173872336;5.076465324;6.195586205;4.137653926;2.963272802
01.wav;1.72;5.799911597;2.288271319;0.814125821;5.370201453;3.58221136;2.581035466;3.282028229;4.056211758;4.935449645;4.691187864
01.wav;1.74;3.885273306;4.509842087;5.043536731;2.640869181;4.530546606;3.233184912;2.720781964;5.896998469;4.063038718;5.00521506
01.wav;1.76;1.68293002;3.899139925;4.96089922;3.940069325;7.334889382;3.748556398;5.53993268;3.366442028;6.612907329;2.874752886
01.wav;1.78;1.386181546;2.045873852;4.346292658;2.235771391;3.102064057;5.64713988;2.318546647;2.393673355;4.194063752;4.596271579
01.wav;1.8;5.814229632;3.724359765;2.291825574;0.994565924;4.589064224;2.441415608;1.711456162;5.962455147;4.024521503;2.483947726
01.wav;1.82;2.164054668;1.823494358;2.427759185;0.729914204;5.963284235;5.153429109;1.639374051;4.0378422;2.332738188;2.720698654
01.wav;1.84;4.972135293;0.713673698;2.22891522;4.698125295;2.538527444;4.315851206;3.705332146;4.066748482;4.157833765;1.615174599
01.wav;1.86;2.060652761;1.567372058;4.623804544;1.81556528;6.14280201;2.592220737;1.908566073;2.801461727;3.360037779;4.468391247
01.wav;1.88;4.930435233;1.625835007;0.262034111;4.100057358;4.567939611;6.764740714;3.704424232;1.833143141;5.017851932;4.698803768
01.wav;1.9;3.937669363;4.245117095;0.611326204;1.369416715;6.484704938;7.121905762;2.533865762;2.625918417;3.446687205;5.50235098
01.wav;1.92;2.405181733;2.612461437;1.060615492;4.701122059;6.38546276;5.181962474;4.338805963;4.597808361;6.554896081;4.37826125
01.wav;1.94;0.954191176;2.807537925;4.535377861;2.090448083;4.679233516;3.195609362;5.824655538;4.616764622;6.534692617;1.365699176
01.wav;1.96;4.008273935;2.697131669;0.545217939;0.921138952;4.485832148;5.470201785;4.866052708;2.566504702;3.852128597;3.604573518
01.wav;1.98;5.75338484;1.017171204;0.902549568;4.49397002;7.023643806;6.549041281;5.293697399;3.802061639;6.95360968;4.204311817
01.wav;2;4.069981488;3.487329315;1.761584422;4.094753325;5.140920818;6.713744869;5.717558195;1.745879613;5.874592953;4.366427601
01.wav;2.02;4.921853143;2.850581958;2.349007678;3.087648067;2.86269869;4.129680144;6.080962506;3.187816748;5.847274486;4.186316417
01.wav;2.04;4.145176617;0.945779701;3.526501212;5.143845518;6.040196823;5.148928601;1.919999617;2.834332908;4.05863396;1.92519298
01.wav;2.06;4.019638655;0.421291495;1.99082706;2.166426176;4.115061529;7.010674943;2.540232623;2.461935325;6.904511696;2.365320346
01.wav;2.08;3.777574604;0.821245229;4.392130298;3.726531321;6.516701989;3.55379188;4.073277066;4.838223208;4.372994426;5.056168079
01.wav;2.1;1.067268964;4.955977504;1.805820966;5.308773888;4.391137923;7.157141586;1.688911444;2.637579287;6.024451211;3.65156176
01.wav;2.12;3.668089464;2.881775583;3.711605827;4.960015631;6.899907901;6.232910257;6.23852874;2.352913416;3.030150952;5.185347753
01.wav;2.14;1.229134227;3.11433841;0.099655573;0.783385624;4.820467236;3.687158676;3.018432915;3.235905811;4.28635214;5.207900295
01.wav;2.16;3.415227982;2.61904511;2.371190343;1.994922238;3.772424094;3.464638111;5.187893464;3.380280413;4.54497216;2.110915219
01.wav;2.18;4.015889585;1.77616582;4.710398419;4.284336202;5.705447466;3.129110088;2.315997604;2.639187373;2.72938799;3.15071509
01.wav;2.2;5.758933817;4.980640094;3.799821365;1.183045737;5.494558619;5.972462582;4.349279242;3.984558767;3.537427049;1.647414001
01.wav;2.22;1.536323634;3.485945175;3.983994983;2.177291484;5.705373161;6.56667375;5.534339442;2.024983389;6.735846897;4.723131232
01.wav;2.24;3.607217249;0.670579948;2.961535113;4.413316941;5.741954436;5.81873846;6.515552656;5.866739494;3.694887618;4.127532172
01.wav;2.26;1.765386217;3.695978719;5.015838033;5.406556372;3.5195179;7.151797292;5.665102769;5.835288741;6.668486096;1.672510861
01.wav;2.28;1.126827939;4.597738568;4.353886743;1.906339317;3.296267204;6.662318014;3.487620528;1.824397262;5.439198868;4.525740516
01.wav;2.3;4.730920292;5.046805816;0.229844001;1.970374087;5.606150342;7.103186854;2.961709795;3.033058588;5.506536419;3.018891953
01.wav;2.32;4.488088979;4.282688162;1.501625947;4.581996968;2.458580746;5.171520801;4.140251693;3.038815351;2.520209761;4.472695519
01.wav;2.34;4.379779584;3.949045257;0.27674626;4.626344348;7.053238729;2.746559569;3.183445094;5.227451028;4.27360393;5.803601781
01.wav;2.36;2.112287961;0.870141131;3.205958665;1.096785231;4.521101937;3.343121518;3.062941456;4.055948318;6.112514773;3.11414191
01.wav;2.38;3.360973737;0.385950565;3.344216626;3.567560167;2.850114574;3.677055948;1.809396562;4.865392884;3.616028182;3.287232874
01.wav;2.4;2.893877777;2.800817123;2.758323728;2.559075134;2.72275501;3.374847514;6.162644545;2.762744276;2.462485234;3.575446916
01.wav;2.42;5.13209165;3.904181717;0.161716562;4.630490196;6.28895543;3.239366299;2.273750376;6.206742923;4.372063105;5.899810036
01.wav;2.44;4.489215392;0.702446699;1.347704918;4.91270937;3.969613699;7.387441917;3.199844835;6.167509127;5.090755737;4.075151247
01.wav;2.46;2.594292836;1.862344857;1.118956137;4.064145623;5.097331905;6.532697697;4.91801103;3.882117118;2.939236835;1.592715759
01.wav;2.48;3.949328998;3.823843732;1.586866928;4.557815374;3.863662864;4.892131427;5.927026517;3.491800966;5.962300112;2.34642794
01.wav;2.5;2.365453876;2.950688042;2.558281043;2.621433922;4.800898232;3.089734895;3.89366523;3.268815217;2.117874547;3.321342127
01.wav;2.52;4.062922967;1.207075498;3.570173845;4.389939989;4.704253149;2.913973519;4.793720247;5.174123853;5.448976272;1.803078743
01.wav;2.54;2.596021915;2.998103221;4.118769341;3.331690453;3.960774894;6.70658701;6.433079417;1.866499367;4.617234203;1.276453197
01.wav;2.56;1.263419901;1.943838907;3.94663906;4.728782673;5.979919888;6.536226761;4.050528795;3.650658943;3.79868118;2.307376064
01.wav;2.58;3.510286223;4.505934009;0.92391105;1.333889127;5.593358872;3.008921301;3.122006228;6.181653894;6.820289764;1.689033833
01.wav;2.6;4.084969181;0.740090679;3.412919065;4.951349771;6.202449146;2.703241821;6.485835146;3.356585356;6.193023275;4.818098353
01.wav;2.62;2.70806497;0.515821797;4.558035317;3.489081029;6.817235902;5.377591763;5.49100404;5.230792169;2.075251611;4.886187827
01.wav;2.64;3.835949096;4.867778202;2.494841008;1.06839156;6.913228201;2.461585181;2.285053394;3.793499617;5.561084012;5.530642434
01.wav;2.66;3.039358271;3.098296103;5.049503654;3.120932215;4.299617321;4.061816888;2.314882159;2.198198848;5.06641863;4.613194578
01.wav;2.68;1.769834555;2.174850767;3.244371607;5.511925979;7.242985868;5.678578544;2.768066743;2.757578962;4.231528634;4.224480388
01.wav;2.7;2.642096555;5.088757722;4.076180612;0.837388186;3.930898219;7.053704771;4.274125156;4.044432963;3.823837216;3.07825489
